id,domain
1561,6opo.com
2553,6qdgn5ym.com
4121,6sc.co
8273,69shuba.com
9581,69shuba.tw
9946,678bd44.com
10102,66lottery.vip
11117,6ctuslwqz.com
12572,61yes.com
13435,6chcdn.com
13723,6sense.com
13778,6-q-r-s.com
13934,64.in-addr.arpa
14752,6p71hs.top
16933,6connect.com
17776,63.in-addr.arpa
17942,6abc.com
22386,6677g.com
22417,6pm.com
22797,63cj.com
23091,69.in-addr.arpa
23270,6tubsexer.com
23381,699pic.com
23456,6dngine.com
24025,6cloud.fr
25519,65.in-addr.arpa
25761,66law.cn
28913,60ah.com
29313,608644.xyz
29334,68920759.xyz
29341,6763816.xyz
29344,608564.xyz
29359,648422300.xyz
29363,606403751.xyz
29372,60310248.xyz
29378,6508765.xyz
29383,6278159.xyz
29402,68765496.xyz
31916,68.in-addr.arpa
32857,66yahoo.com
34143,64365.com
35604,66.in-addr.arpa
45526,6ahddutb1ucc3cp.ru
47921,6gamehub.com
48061,6te.net
53001,62.in-addr.arpa
53924,66.ru
54204,63pokupki.ru
55262,6play.fr
58625,6tip.com
58848,6amcity.com
61326,67.in-addr.arpa
65930,6xiq22.top
67641,6by30.com
69013,6.cn
70914,69ku.com
73899,634.tv
75609,6annonce.net
76828,66wz.com
81941,69vj.com
82657,63.ru
82819,66mobi.com
83421,607m.casino
83780,6xclassroom.io
84462,66zz.net
84463,6777bdt3.com
84892,6mostplay.com
87776,617bet2.com
87912,688v.mobi
88156,688v.run
88527,666p999.com
88528,69vn.org
88529,69yed.com
89637,65x.cash
89784,688v.social
91581,6sei.net
91855,61saat.com
92048,6dbklefz.com
92541,64bis.com
92542,65slot.co
92543,663bet.co
92544,66pagcor.vip
92545,6hnp2usx.com
96349,6rguyesfdhvbz.uk
98732,60millions-mag.com
102154,6thstreet.com
102943,6sqft.com
103607,6dbe0a0f8a0b76db.com
103866,68w6.net
105718,6yka.com
109125,668-010.ru
109972,6speedonline.com
110633,66.cn
110878,66mi.com
111209,6tk10.com
114526,6t5t.com
115130,6pp01.com
116353,6223027.com
118534,6pp19.com
118956,65bmw.com
118957,65sport.live
118958,6jue288u.com
118959,6k1s7a.com
118960,6rvy1uz7.com
120650,6klabs.com
120872,60500.ru
121649,66north.com
121907,6sa.cc
121911,6f.sk
122499,6btgmhnn.com
123286,67yo.net
123826,6deng.cn
124346,66173.cn
